evcFLtest | INFO flwr 2023-11-09 17:16:27,385 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=3, round_timeout=None)
evc_test | DEBUG flwr 2023-11-21 13:17:55,799 | server.py:236 | fit_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 13:17:55,801 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:18:01,236 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 13:18:01,237 | server.py:222 | fit_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:18:19,162 | server.py:236 | fit_round 3 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 13:18:19,165 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:18:24,740 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
evc_test | INFO flwr 2023-11-21 13:18:24,740 | server.py:153 | FL finished in 70.439876833
evc_test | INFO flwr 2023-11-21 13:18:24,741 | app.py:225 | app_fit: losses_distributed [(1, 19317.900390625), (2, 15832.380859375), (3, 14574.8955078125)]
evc_test | INFO flwr 2023-11-21 13:18:24,741 | app.py:226 | app_fit: metrics_distributed_fit {}
evc_test | INFO flwr 2023-11-21 13:18:24,741 | app.py:227 | app_fit: metrics_distributed {'accuracy': [(1, 0.2953), (2, 0.4133), (3, 0.4666)]}
evc_test | INFO flwr 2023-11-21 13:18:24,741 | app.py:228 | app_fit: losses_centralized []
evc_test | INFO flwr 2023-11-21 13:18:24,741 | app.py:229 | app_fit: metrics_centralized {}
evc_test | INFO flwr 2023-11-21 13:47:36,350 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=3, round_timeout=None)
evc_test | INFO flwr 2023-11-21 13:47:37,413 | app.py:175 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
evc_test | INFO flwr 2023-11-21 13:47:37,415 | server.py:89 | Initializing global parameters
evc_test | INFO flwr 2023-11-21 13:47:37,415 | server.py:276 | Requesting initial parameters from one random client
evc_test | INFO flwr 2023-11-21 13:47:40,027 | server.py:280 | Received initial parameters from one random client
evc_test | INFO flwr 2023-11-21 13:47:40,027 | server.py:91 | Evaluating initial parameters
evc_test | INFO flwr 2023-11-21 13:47:40,028 | server.py:104 | FL starting
evc_test | DEBUG flwr 2023-11-21 13:47:41,254 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:47:58,671 | server.py:236 | fit_round 1 received 2 results and 0 failures
evc_test | WARNING flwr 2023-11-21 13:47:58,675 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
evc_test | DEBUG flwr 2023-11-21 13:47:58,675 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:48:04,032 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 13:48:04,032 | server.py:222 | fit_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:48:21,645 | server.py:236 | fit_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 13:48:21,647 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:48:27,023 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 13:48:27,024 | server.py:222 | fit_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:48:44,668 | server.py:236 | fit_round 3 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 13:48:44,670 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:48:50,057 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
evc_test | INFO flwr 2023-11-21 13:48:50,057 | server.py:153 | FL finished in 70.0298105
evc_test | INFO flwr 2023-11-21 13:48:50,058 | app.py:225 | app_fit: losses_distributed [(1, 20191.939453125), (2, 16891.33203125), (3, 15032.0703125)]
evc_test | INFO flwr 2023-11-21 13:48:50,058 | app.py:226 | app_fit: metrics_distributed_fit {}
evc_test | INFO flwr 2023-11-21 13:48:50,058 | app.py:227 | app_fit: metrics_distributed {'accuracy': [(1, 0.2947), (2, 0.3849), (3, 0.4578)]}
evc_test | INFO flwr 2023-11-21 13:48:50,058 | app.py:228 | app_fit: losses_centralized []
evc_test | INFO flwr 2023-11-21 13:48:50,058 | app.py:229 | app_fit: metrics_centralized {}
evc_test | INFO flwr 2023-11-21 13:52:02,584 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=3, round_timeout=None)
evc_test | INFO flwr 2023-11-21 13:52:02,593 | app.py:175 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
evc_test | INFO flwr 2023-11-21 13:52:02,593 | server.py:89 | Initializing global parameters
evc_test | INFO flwr 2023-11-21 13:52:02,593 | server.py:276 | Requesting initial parameters from one random client
evc_test | INFO flwr 2023-11-21 13:52:05,380 | server.py:280 | Received initial parameters from one random client
evc_test | INFO flwr 2023-11-21 13:52:05,380 | server.py:91 | Evaluating initial parameters
evc_test | INFO flwr 2023-11-21 13:52:05,380 | server.py:104 | FL starting
evc_test | DEBUG flwr 2023-11-21 13:52:06,025 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:52:23,680 | server.py:236 | fit_round 1 received 2 results and 0 failures
evc_test | WARNING flwr 2023-11-21 13:52:23,683 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
evc_test | DEBUG flwr 2023-11-21 13:52:23,683 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:52:29,140 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 13:52:29,140 | server.py:222 | fit_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:52:46,856 | server.py:236 | fit_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 13:52:46,858 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:52:52,303 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 13:52:52,303 | server.py:222 | fit_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:53:09,919 | server.py:236 | fit_round 3 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 13:53:09,922 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 13:53:15,321 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
evc_test | INFO flwr 2023-11-21 13:53:15,321 | server.py:153 | FL finished in 69.941217542
evc_test | INFO flwr 2023-11-21 13:53:15,322 | app.py:225 | app_fit: losses_distributed [(1, 20242.8671875), (2, 17331.353515625), (3, 14925.380859375)]
evc_test | INFO flwr 2023-11-21 13:53:15,322 | app.py:226 | app_fit: metrics_distributed_fit {}
evc_test | INFO flwr 2023-11-21 13:53:15,322 | app.py:227 | app_fit: metrics_distributed {'accuracy': [(1, 0.2608), (2, 0.3669), (3, 0.4567)]}
evc_test | INFO flwr 2023-11-21 13:53:15,322 | app.py:228 | app_fit: losses_centralized []
evc_test | INFO flwr 2023-11-21 13:53:15,322 | app.py:229 | app_fit: metrics_centralized {}
evc_test | INFO flwr 2023-11-21 14:01:35,842 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=1, round_timeout=None)
evc_test | INFO flwr 2023-11-21 14:01:35,852 | app.py:175 | Flower ECE: gRPC server running (1 rounds), SSL is disabled
evc_test | INFO flwr 2023-11-21 14:01:35,852 | server.py:89 | Initializing global parameters
evc_test | INFO flwr 2023-11-21 14:01:35,852 | server.py:276 | Requesting initial parameters from one random client
evc_test | INFO flwr 2023-11-21 14:01:39,520 | server.py:280 | Received initial parameters from one random client
evc_test | INFO flwr 2023-11-21 14:01:39,521 | server.py:91 | Evaluating initial parameters
evc_test | INFO flwr 2023-11-21 14:01:39,521 | server.py:104 | FL starting
evc_test | DEBUG flwr 2023-11-21 14:01:40,166 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:01:58,136 | server.py:236 | fit_round 1 received 2 results and 0 failures
evc_test | WARNING flwr 2023-11-21 14:01:58,139 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
evc_test | DEBUG flwr 2023-11-21 14:01:58,139 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:02:03,607 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
evc_test | INFO flwr 2023-11-21 14:02:03,607 | server.py:153 | FL finished in 24.086659125
evc_test | INFO flwr 2023-11-21 14:02:03,608 | app.py:225 | app_fit: losses_distributed [(1, 20559.287109375)]
evc_test | INFO flwr 2023-11-21 14:02:03,608 | app.py:226 | app_fit: metrics_distributed_fit {}
evc_test | INFO flwr 2023-11-21 14:02:03,608 | app.py:227 | app_fit: metrics_distributed {'accuracy': [(1, 0.2444)]}
evc_test | INFO flwr 2023-11-21 14:02:03,608 | app.py:228 | app_fit: losses_centralized []
evc_test | INFO flwr 2023-11-21 14:02:03,608 | app.py:229 | app_fit: metrics_centralized {}
evc_test | INFO flwr 2023-11-21 14:02:38,495 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=1, round_timeout=None)
evc_test | INFO flwr 2023-11-21 14:02:38,505 | app.py:175 | Flower ECE: gRPC server running (1 rounds), SSL is disabled
evc_test | INFO flwr 2023-11-21 14:02:38,507 | server.py:89 | Initializing global parameters
evc_test | INFO flwr 2023-11-21 14:02:38,507 | server.py:276 | Requesting initial parameters from one random client
evc_test | INFO flwr 2023-11-21 14:02:44,127 | server.py:280 | Received initial parameters from one random client
evc_test | INFO flwr 2023-11-21 14:02:44,127 | server.py:91 | Evaluating initial parameters
evc_test | INFO flwr 2023-11-21 14:02:44,128 | server.py:104 | FL starting
evc_test | DEBUG flwr 2023-11-21 14:02:44,620 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:03:02,640 | server.py:236 | fit_round 1 received 2 results and 0 failures
evc_test | WARNING flwr 2023-11-21 14:03:02,643 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
evc_test | DEBUG flwr 2023-11-21 14:03:02,643 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:03:08,127 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
evc_test | INFO flwr 2023-11-21 14:03:08,127 | server.py:153 | FL finished in 23.999373166
evc_test | INFO flwr 2023-11-21 14:03:08,127 | app.py:225 | app_fit: losses_distributed [(1, 21013.216796875)]
evc_test | INFO flwr 2023-11-21 14:03:08,127 | app.py:226 | app_fit: metrics_distributed_fit {}
evc_test | INFO flwr 2023-11-21 14:03:08,127 | app.py:227 | app_fit: metrics_distributed {'accuracy': [(1, 0.2561)]}
evc_test | INFO flwr 2023-11-21 14:03:08,127 | app.py:228 | app_fit: losses_centralized []
evc_test | INFO flwr 2023-11-21 14:03:08,127 | app.py:229 | app_fit: metrics_centralized {}
evc_test | INFO flwr 2023-11-21 14:03:51,529 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=1, round_timeout=None)
evc_test | INFO flwr 2023-11-21 14:03:51,537 | app.py:175 | Flower ECE: gRPC server running (1 rounds), SSL is disabled
evc_test | INFO flwr 2023-11-21 14:03:51,538 | server.py:89 | Initializing global parameters
evc_test | INFO flwr 2023-11-21 14:03:51,538 | server.py:276 | Requesting initial parameters from one random client
evc_test | INFO flwr 2023-11-21 14:03:53,806 | server.py:280 | Received initial parameters from one random client
evc_test | INFO flwr 2023-11-21 14:03:53,806 | server.py:91 | Evaluating initial parameters
evc_test | INFO flwr 2023-11-21 14:03:53,807 | server.py:104 | FL starting
evc_test | DEBUG flwr 2023-11-21 14:03:54,317 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:04:12,094 | server.py:236 | fit_round 1 received 2 results and 0 failures
evc_test | WARNING flwr 2023-11-21 14:04:12,098 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
evc_test | DEBUG flwr 2023-11-21 14:04:12,098 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:04:17,527 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
evc_test | INFO flwr 2023-11-21 14:04:17,527 | server.py:153 | FL finished in 23.720156417
evc_test | INFO flwr 2023-11-21 14:04:17,527 | app.py:225 | app_fit: losses_distributed [(1, 22092.705078125)]
evc_test | INFO flwr 2023-11-21 14:04:17,527 | app.py:226 | app_fit: metrics_distributed_fit {}
evc_test | INFO flwr 2023-11-21 14:04:17,527 | app.py:227 | app_fit: metrics_distributed {'accuracy': [(1, 0.219)]}
evc_test | INFO flwr 2023-11-21 14:04:17,527 | app.py:228 | app_fit: losses_centralized []
evc_test | INFO flwr 2023-11-21 14:04:17,527 | app.py:229 | app_fit: metrics_centralized {}
evc_test | INFO flwr 2023-11-21 14:06:05,387 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=1, round_timeout=None)
evc_test | INFO flwr 2023-11-21 14:06:05,398 | app.py:175 | Flower ECE: gRPC server running (1 rounds), SSL is disabled
evc_test | INFO flwr 2023-11-21 14:06:05,398 | server.py:89 | Initializing global parameters
evc_test | INFO flwr 2023-11-21 14:06:05,398 | server.py:276 | Requesting initial parameters from one random client
evc_test | INFO flwr 2023-11-21 14:06:07,638 | server.py:280 | Received initial parameters from one random client
evc_test | INFO flwr 2023-11-21 14:06:07,638 | server.py:91 | Evaluating initial parameters
evc_test | INFO flwr 2023-11-21 14:06:07,638 | server.py:104 | FL starting
evc_test | DEBUG flwr 2023-11-21 14:06:07,949 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:06:25,450 | server.py:236 | fit_round 1 received 2 results and 0 failures
evc_test | WARNING flwr 2023-11-21 14:06:25,453 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
evc_test | DEBUG flwr 2023-11-21 14:06:25,453 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:06:30,794 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
evc_test | INFO flwr 2023-11-21 14:06:30,794 | server.py:153 | FL finished in 23.156146416
evc_test | INFO flwr 2023-11-21 14:06:30,795 | app.py:225 | app_fit: losses_distributed [(1, 20068.005859375)]
evc_test | INFO flwr 2023-11-21 14:06:30,795 | app.py:226 | app_fit: metrics_distributed_fit {}
evc_test | INFO flwr 2023-11-21 14:06:30,795 | app.py:227 | app_fit: metrics_distributed {'accuracy': [(1, 0.2716)]}
evc_test | INFO flwr 2023-11-21 14:06:30,795 | app.py:228 | app_fit: losses_centralized []
evc_test | INFO flwr 2023-11-21 14:06:30,795 | app.py:229 | app_fit: metrics_centralized {}
evc_test | INFO flwr 2023-11-21 14:07:54,043 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=1, round_timeout=None)
evc_test | INFO flwr 2023-11-21 14:07:54,052 | app.py:175 | Flower ECE: gRPC server running (1 rounds), SSL is disabled
evc_test | INFO flwr 2023-11-21 14:07:54,053 | server.py:89 | Initializing global parameters
evc_test | INFO flwr 2023-11-21 14:07:54,053 | server.py:276 | Requesting initial parameters from one random client
evc_test | INFO flwr 2023-11-21 14:07:56,646 | server.py:280 | Received initial parameters from one random client
evc_test | INFO flwr 2023-11-21 14:07:56,646 | server.py:91 | Evaluating initial parameters
evc_test | INFO flwr 2023-11-21 14:07:56,646 | server.py:104 | FL starting
evc_test | DEBUG flwr 2023-11-21 14:07:56,994 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:08:14,041 | server.py:236 | fit_round 1 received 2 results and 0 failures
evc_test | WARNING flwr 2023-11-21 14:08:14,044 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
evc_test | DEBUG flwr 2023-11-21 14:08:14,044 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:08:19,276 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
evc_test | INFO flwr 2023-11-21 14:08:19,276 | server.py:153 | FL finished in 22.63029775
evc_test | INFO flwr 2023-11-21 14:08:19,276 | app.py:225 | app_fit: losses_distributed [(1, 20160.353515625)]
evc_test | INFO flwr 2023-11-21 14:08:19,276 | app.py:226 | app_fit: metrics_distributed_fit {}
evc_test | INFO flwr 2023-11-21 14:08:19,276 | app.py:227 | app_fit: metrics_distributed {'accuracy': [(1, 0.28)]}
evc_test | INFO flwr 2023-11-21 14:08:19,276 | app.py:228 | app_fit: losses_centralized []
evc_test | INFO flwr 2023-11-21 14:08:19,277 | app.py:229 | app_fit: metrics_centralized {}
evc_test | INFO flwr 2023-11-21 14:36:48,751 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=3, round_timeout=None)
evc_test | INFO flwr 2023-11-21 14:36:48,766 | app.py:175 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
evc_test | INFO flwr 2023-11-21 14:36:48,766 | server.py:89 | Initializing global parameters
evc_test | INFO flwr 2023-11-21 14:36:48,766 | server.py:276 | Requesting initial parameters from one random client
evc_test | INFO flwr 2023-11-21 14:36:52,129 | server.py:280 | Received initial parameters from one random client
evc_test | INFO flwr 2023-11-21 14:36:52,129 | server.py:91 | Evaluating initial parameters
evc_test | INFO flwr 2023-11-21 14:36:52,129 | server.py:104 | FL starting
evc_test | DEBUG flwr 2023-11-21 14:36:52,573 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:37:09,968 | server.py:236 | fit_round 1 received 2 results and 0 failures
evc_test | WARNING flwr 2023-11-21 14:37:09,971 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
evc_test | DEBUG flwr 2023-11-21 14:37:09,971 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:37:15,198 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 14:37:15,199 | server.py:222 | fit_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:37:32,452 | server.py:236 | fit_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 14:37:32,455 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:37:37,621 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 14:37:37,621 | server.py:222 | fit_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:37:54,745 | server.py:236 | fit_round 3 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 14:37:54,747 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:37:59,903 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
evc_test | INFO flwr 2023-11-21 14:37:59,904 | server.py:153 | FL finished in 67.77336925
evc_test | INFO flwr 2023-11-21 14:37:59,904 | app.py:225 | app_fit: losses_distributed [(1, 21382.521484375), (2, 16767.857421875), (3, 15078.6962890625)]
evc_test | INFO flwr 2023-11-21 14:37:59,904 | app.py:226 | app_fit: metrics_distributed_fit {}
evc_test | INFO flwr 2023-11-21 14:37:59,904 | app.py:227 | app_fit: metrics_distributed {'accuracy': [(1, 0.2134), (2, 0.3896), (3, 0.4555)]}
evc_test | INFO flwr 2023-11-21 14:37:59,904 | app.py:228 | app_fit: losses_centralized []
evc_test | INFO flwr 2023-11-21 14:37:59,904 | app.py:229 | app_fit: metrics_centralized {}
evc_test | INFO flwr 2023-11-21 14:38:28,092 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=3, round_timeout=None)
evc_test | INFO flwr 2023-11-21 14:38:28,101 | app.py:175 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
evc_test | INFO flwr 2023-11-21 14:38:28,101 | server.py:89 | Initializing global parameters
evc_test | INFO flwr 2023-11-21 14:38:28,101 | server.py:276 | Requesting initial parameters from one random client
evc_test | INFO flwr 2023-11-21 14:38:31,437 | server.py:280 | Received initial parameters from one random client
evc_test | INFO flwr 2023-11-21 14:38:31,437 | server.py:91 | Evaluating initial parameters
evc_test | INFO flwr 2023-11-21 14:38:31,437 | server.py:104 | FL starting
evc_test | DEBUG flwr 2023-11-21 14:38:31,713 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:38:49,501 | server.py:236 | fit_round 1 received 2 results and 0 failures
evc_test | WARNING flwr 2023-11-21 14:38:49,504 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
evc_test | DEBUG flwr 2023-11-21 14:38:49,504 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:38:55,090 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 14:38:55,090 | server.py:222 | fit_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:39:13,657 | server.py:236 | fit_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 14:39:13,660 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:39:19,270 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 14:39:19,270 | server.py:222 | fit_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:39:37,114 | server.py:236 | fit_round 3 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 14:39:37,117 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:39:42,515 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
evc_test | INFO flwr 2023-11-21 14:39:42,515 | server.py:153 | FL finished in 71.077206417
evc_test | INFO flwr 2023-11-21 14:39:42,516 | app.py:225 | app_fit: losses_distributed [(1, 19589.560546875), (2, 16316.1650390625), (3, 15082.3173828125)]
evc_test | INFO flwr 2023-11-21 14:39:42,516 | app.py:226 | app_fit: metrics_distributed_fit {}
evc_test | INFO flwr 2023-11-21 14:39:42,516 | app.py:227 | app_fit: metrics_distributed {'accuracy': [(1, 0.2888), (2, 0.4028), (3, 0.4503)]}
evc_test | INFO flwr 2023-11-21 14:39:42,516 | app.py:228 | app_fit: losses_centralized []
evc_test | INFO flwr 2023-11-21 14:39:42,516 | app.py:229 | app_fit: metrics_centralized {}
evc_test | INFO flwr 2023-11-21 14:43:59,021 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=3, round_timeout=None)
evc_test | INFO flwr 2023-11-21 14:43:59,981 | app.py:175 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
evc_test | INFO flwr 2023-11-21 14:43:59,981 | server.py:89 | Initializing global parameters
evc_test | INFO flwr 2023-11-21 14:43:59,981 | server.py:276 | Requesting initial parameters from one random client
evc_test | INFO flwr 2023-11-21 14:44:01,316 | server.py:280 | Received initial parameters from one random client
evc_test | INFO flwr 2023-11-21 14:44:01,316 | server.py:91 | Evaluating initial parameters
evc_test | INFO flwr 2023-11-21 14:44:01,316 | server.py:104 | FL starting
evc_test | DEBUG flwr 2023-11-21 14:44:01,620 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:44:19,688 | server.py:236 | fit_round 1 received 2 results and 0 failures
evc_test | WARNING flwr 2023-11-21 14:44:19,690 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
evc_test | DEBUG flwr 2023-11-21 14:44:19,691 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:44:25,063 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 14:44:25,063 | server.py:222 | fit_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:44:42,717 | server.py:236 | fit_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 14:44:42,720 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:44:48,175 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 14:44:48,175 | server.py:222 | fit_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:45:06,089 | server.py:236 | fit_round 3 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 14:45:06,090 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:45:11,543 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
evc_test | INFO flwr 2023-11-21 14:45:11,544 | server.py:153 | FL finished in 70.22606279200001
evc_test | INFO flwr 2023-11-21 14:45:11,544 | app.py:225 | app_fit: losses_distributed [(1, 19937.423828125), (2, 16708.17578125), (3, 15135.125)]
evc_test | INFO flwr 2023-11-21 14:45:11,544 | app.py:226 | app_fit: metrics_distributed_fit {}
evc_test | INFO flwr 2023-11-21 14:45:11,544 | app.py:227 | app_fit: metrics_distributed {'accuracy': [(1, 0.2955), (2, 0.3824), (3, 0.4523)]}
evc_test | INFO flwr 2023-11-21 14:45:11,544 | app.py:228 | app_fit: losses_centralized []
evc_test | INFO flwr 2023-11-21 14:45:11,544 | app.py:229 | app_fit: metrics_centralized {}
evc_test | INFO flwr 2023-11-21 14:45:23,728 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=3, round_timeout=None)
evc_test | INFO flwr 2023-11-21 14:45:23,737 | app.py:175 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
evc_test | INFO flwr 2023-11-21 14:45:23,738 | server.py:89 | Initializing global parameters
evc_test | INFO flwr 2023-11-21 14:45:23,738 | server.py:276 | Requesting initial parameters from one random client
evc_test | INFO flwr 2023-11-21 14:45:25,870 | server.py:280 | Received initial parameters from one random client
evc_test | INFO flwr 2023-11-21 14:45:25,871 | server.py:91 | Evaluating initial parameters
evc_test | INFO flwr 2023-11-21 14:45:25,871 | server.py:104 | FL starting
evc_test | DEBUG flwr 2023-11-21 14:45:26,195 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:45:43,801 | server.py:236 | fit_round 1 received 2 results and 0 failures
evc_test | WARNING flwr 2023-11-21 14:45:43,805 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
evc_test | DEBUG flwr 2023-11-21 14:45:43,805 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
evc_test | DEBUG flwr 2023-11-21 14:45:49,265 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
evc_test | DEBUG flwr 2023-11-21 14:45:49,265 | server.py:222 | fit_round 2: strategy sampled 2 clients (out of 2)
